Plazas;Establecimiento;Tipo;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;basura
0;MENDOZA;BAR;CERVANTES. LOS ANDENES ;0;38000;0;0;0;LA LAGUNA;
0;MENFIS;BAR;URB. TORVISCAS ;0;38620;28.091.854;-16.717.019;0;ADEJE;
33;MENCEY-YUMAR;RESTAURANTE;GENERAL DEL SUR, 70 ;0;38580;4.363.616.180.419.920;-1.133.007.583.618.160;0;ARICO;
0;MENDEZ;BAR-CAFETERIA;ANCHIETA, 5 ;0;38201;2.849.030.212;-1.631.413.937;0;LA LAGUNA;
25;MENTA;BAR;OBISPO PEREZ CACERES ;0;38000;28.416.492;-16.544.273;0;PUERTO DE LA CRUZ;
0;MENTAWAI;BAR;EL EMIGRANTE, 16 AVDA. ESQ. EL HIERRO (EDIF. CARLOTA, L-3/4);0;38687;0;0;0;GUIA DE ISORA;
0;MENTIDERO, EL;BAR;C/. MORALES, 7;0;38204;0;0;0;LA LAGUNA;
12;MENTIRA;BAR;HERRADORES, 2 ;0;38204;28.487.858;-16.316.491;0;LA LAGUNA;
0;MENTA Y LIMON;CAFETERIA;C/. LUIS DIAZ DE LOSADA, 5 (EDIF. TENERIFE ROYAL GARDEN,   L-265);0;38660;28.055.622;-16.728.598;0;ARONA;
50;MERCADELA, LA;RESTAURANTE;CTRA. A LA ESPERANZA, 44 (C/ LA MERCADELA);0;38355;0;0;0;TACORONTE;
0;MERCADILLO ARTESANO;BAR-CAFETERIA;C/. VALENCIA, S/N. (C.C. CENTRO COSTA, L-79);0;38670;0;0;0;ADEJE;
0;MERCADILLO, MINI BAR;BAR;EL MERCADILLO LOC. 55 ;0;38320;0;0;0;LA LAGUNA;
20;MERCADILLO, EL;RESTAURANTE;LOS PERALES-BCO. SAN JUAN ;0;38350;0;0;0;TACORONTE;
0;MERCADO TAVERNA;BAR;COMPLEJO RESIDENCIAL PALOMA BEACH, 7;0;38650;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
200;MERCADONA;CAFETERIA;POLIGONO INDUSTRIAL DE GRANADILLA, SECTOR 2,2 (NAVE MERCADONA);0;38600;0;0;0;GRANADILLA DE ABONA;
6;MERCADO;BAR;INMACULADA CONCEPCION, 42 (MERCADO MUNICIPAL, L-2) ;0;38360;284.798.392;-16.433.732.650.000.000;0;EL SAUZAL;
25;MERCADO EL AGRICULTOR;BAR-CAFETERIA;CTRA. GRAL. EL MEDANO - SAN ISIDRO, MERCADO DEL AGRIGULTOR;NULL;38600;0;0;0;GRANADILLA DE ABONA;
0;MERCADO;BAR;MERCADO, PTO. 9 Y 10 ;0;38200;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
29;MERCADONA;CAFETERIA;FRAGATA DANMARK, 4 ;0;38000;28.459.090.589.999.900;-1.626.254.976;0;SANTA CRUZ DE TENERIFE;
44;MERCATOR;BAR;PASEO MARITIMO, 5 ;0;38631;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
0;MERCATENERIFE NAVE II;BAR;MERCATENERIFE (URB. EL MAYORAZGO) ;0;38108;2.844.167.137.145.990;-1.628.166.961.669.920;131;SANTA CRUZ DE TENERIFE;
0;MERCEDES MARIA;BAR;LA COSTA TEJINA, 39 ;0;38000;0;0;0;LA LAGUNA;
0;MERCEDES;BAR;MERCADO NTRA. SRA. DE AFRICA, PUESTO 20 ;0;38000;28.463.380.813.598.600;-16.251.630.783.081.000;0;SANTA CRUZ DE TENERIFE;
0;MERCATENERIFE NAVE I;BAR;MERCATENERIFE NAVE 1 ;0;38108;28.402.994;-16.506.672;0;SANTA CRUZ DE TENERIFE;
0;MERCEDES MARTIN RODRIGUEZ;BAR;CRUZ DE PIEDRA, 38 ;0;38000;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
0;MERENDERO, EL;RESTAURANTE;LA GOMERA (VILLA ISABEL) ;0;38000;0;0;0;ARONA;
0;MERCHE;BAR-CAFETERIA;CTRA GENERAL DEL SUR, 108;0;38620;3.574.946.975.708.000;-1.206.966.781.616.210;0;SAN MIGUEL;
14;MERELE;CAFETERIA;C.C. ALCAMPO, L-24;0;38205;0;0;477;LA LAGUNA;
22;MERENDERO DON PEPE;BAR-CAFETERIA;C/ FRANCISCO DE PAULA, 188;0;38205;28.450.076;-16.330.422;0;LA LAGUNA;
0;MERIDIAN;BAR;PUNTA DEL REY ;0;38000;30.160.860.061.645.500;-10.468.328.857.421.800;0;CANDELARIA;
290;MERIDIANO BULEVAR;RESTAURANTE;MERIDIANO, L-12 2ª PLANTA C.C.;0;38005;0;0;39;SANTA CRUZ DE TENERIFE;
130;MERIDIANO BULEVAR;PIZZERIA;C.C. MERIDIANO, L-5/6, 2ª PLANTA ;0;38004;0;0;0;SANTA CRUZ DE TENERIFE;
49;MERENGUE COMPADRE;BAR;C.C. PALMERAS FASE 2 LOC. 11 ;0;38640;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
160;MERLIN;RESTAURANTE;ARTES DE MAR, 1 (EDIF. MERLIN, L-PB1, PB2 Y PB3) ;0;38687;28.181.173;-16.813.929;0;GUIA DE ISORA;
12;MESA;BAR;C/. VIOLETAS DEL TEIDE, 22;0;38670;0;0;0;GUIA DE ISORA;
58;MERRIE ENGLAND;CAFETERIA;COLOGAN, 6 ;0;38400;28.416.130.990.000.000;-16.548.667.699.999.900;0;PUERTO DE LA CRUZ;
26;MESITA, LA;RESTAURANTE;SAN JUAN, 14 ;0;38380;0;0;0;LA VICTORIA DE ACENTEJO;
50;MESON ANDALUCIA;RESTAURANTE;PUERTO VIEJO, 22 ;0;38400;0;0;0;PUERTO DE LA CRUZ;
60;MESON ATLANTICO;MESON;CRUZ VERDE, 24 ;0;38400;28.417.409;-16.552.236;0;PUERTO DE LA CRUZ;
0;MESON CANARIO;RESTAURANTE;EL LOMO, 38 ;0;38000;28.392.884;-16.566.231;0;PUERTO DE LA CRUZ;
35;MESON CANARIO;RESTAURANTE;EDF. PLAYAZUL LOC. 13 ;0;38640;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
70;MESON ANTONIO;MESON;C/. CUEVAS CHO PORTADA, 44;0;38611;28.070.499;-16.556.933;0;GRANADILLA DE ABONA;
46;MESON CASA MANOLO;RESTAURANTE;EL CAMISON, BL. VI L-39 URB. ;0;38660;0;0;0;ARONA;
42;MESON CASTELLANO;RESTAURANTE;RES. EL CAMISON, L-39 Y 40 ;0;38660;0;0;0;ARONA;
45;MESON CASA CORUJO;MESON;EL ALJIBE, 20 ;0;38600;28.103.215;-16.493.423;0;GRANADILLA DE ABONA;
80;MESON DE DON QUIJOTE;RESTAURANTE;GENERAL DEL NORTE, 117 CTRA. ;0;38360;0;0;0;EL SAUZAL;
50;MESON CASTELLANO;RESTAURANTE;CALLAO DE LIMA, 4 ;0;38003;284.680.894;-16.255.171;0;SANTA CRUZ DE TENERIFE;
0;MESON DE BURGOS;BAR;GENERAL SUR KM.6.3 CTRA. (C.C. CONCORDE, L-126);0;38108;28.438.938;-16.304.464;0;LA LAGUNA;
66;MESON CLAVIJO 38;RESTAURANTE;C/. VIERA Y CLAVIJO;38;38002;2.846.869;-16.253.409;0;SANTA CRUZ DE TENERIFE;
85;MESON DE LA ROPA VIEJA, EL;MESON;PROLONGACION C/. SAN FRANCISCO, S/N.;0;38300;0;0;463;LA OROTAVA;
92;MESON DE MORIN, EL;RESTAURANTE;GENERAL, L-2 (EDIF. FELIX ABREU) CTRA. ;0;38687;0;0;0;GUIA DE ISORA;
0;MESON DEL ARADO, EL;BAR;COMPOSTELA BEACH, L-704 C.C.  ;0;38650;0;0;0;ARONA;
65;MESON DEL CARIBE;MESON;PROVINCIAL LA PUNTILLA, 52 CTRA. ;0;38390;0;0;0;SANTA URSULA;
130;MESON DEL POLLO;RESTAURANTE;ACEVIÑO (URB. LA PAZ) ;0;38400;0;0;0;PUERTO DE LA CRUZ;
0;MESON DE LOS PESCADORES;BAR;AGUSTIN LEON GONZALEZ ;0;38000;28.236.324;-16.842.633;0;SANTIAGO DEL TEIDE;
154;MESON DEL NORTE;RESTAURANTE;GENERAL DE MASCA, 1 CTRA. ;0;38480;41.744.468.688.964.800;-12.397.113.037.109.300;0;BUENAVISTA DEL NORTE;
330;MESON DEL TEIDE;RESTAURANTE;GENERAL LAS CAÑADAS, CTRA. (EL PORTILLO DE LA VILLA);0;38300;0;0;0;LA OROTAVA;
69;MESON EL HIDALGO;RESTAURANTE;SAN ANTONIO, 121 (SUBIDA MALPAIS) ;0;38530;0;0;0;CANDELARIA;
54;MESON DOMINGO;RESTAURANTE;PUERTO VIEJO, 33 ;0;38400;0;0;0;PUERTO DE LA CRUZ;
35;MESON EL PEREGRINO;MESON;GENERAL DEL NORTE, 27 CTRA. ;0;38350;0;0;548;EL SAUZAL;
0;MESON EL PASO;BAR-CAFETERIA;C/ SIMON RUEDA, 25 BJ;25 BJ;38001;28.443.311.150.000.000;-1.631.300.747;0;SANTA CRUZ DE TENERIFE;
60;MESON EL PORTON;MESON;C/. DR. GUIGOU, 18 ;0;38001;2.847.359.508;-1.625.257.999;0;SANTA CRUZ DE TENERIFE;
70;MESON EL QUIJOTE;RESTAURANTE;MARITIMA, L-3 AVDA. (EDIF. LOS ANGELES) ;0;38683;2.824.439.472;-168.388.921;0;SANTIAGO DEL TEIDE;
64;MESON DEL SOL, EL (THE SUN INN);RESTAURANTE;TORVISCAS, URB. (LOS ATAMANES) ;0;38000;28.086.177;-16.728.826;0;ADEJE;
0;MERIDIANO;BAR;OBISPO PEREZ CACERES, 21 AVDA. ;0;38500;0;0;0;GÜIMAR;
118;MESON ERA LAS MOZAS;ASADOR;LA CABEZADA, 22 ;0;38626;2.808.793.455;-16.657.073.200.000.000;0;ARONA;
0;MESON EVARISTO;BAR;MAGALY, 14 C.C. ;0;38000;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
86;MESON LAS LANZAS;RESTAURANTE;C/ NOELIA AFONSO CABRERA, URB. LAS VIÑAS, L-8 ;0;38660;0;0;0;ARONA;
40;MESON GALICIA;RESTAURANTE;PZA. ALCALA, S/N.;0;38680;0;0;0;GUIA DE ISORA;
172;MESON EL CASERON;RESTAURANTE;CUMBRES DE TEGUESTE ;0;38280;28.104.387;-15.639.216;0;TEGUESTE;
80;MESON LAS TOSCAS;RESTAURANTE;LAS TOSCAS, 16 ;0;38000;2.848.362.342;-1.642.036.557;0;TACORONTE;
82;MESON LAS TAPAS;RESTAURANTE;C.C. PUEBLO CANARIO, L-204/205;0;38670;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
174;MESON ISORA;MESON;GENERAL 820, KM.95.4 CTRA.  ;0;38600;0;0;0;GUIA DE ISORA;
40;MESON PEPE;RESTAURANTE;GARCIA FEO EDIF. BAHIA ;0;38600;28.044.623;-16.537.749;0;GRANADILLA DE ABONA;
50;MESON RAMBLA;BAR;RAMBLA GENERAL FRANCO, 64B ;0;38004;2.809.556.486;-1.662.131.087;0;SANTA CRUZ DE TENERIFE;
50;MESON LOS ARCOS;RESTAURANTE;C/. MADRE DEL AGUA, 15;0;38611;28.074.322;-16.557.497;0;GRANADILLA DE ABONA;
24;MESON TAMAIMO;CAFETERIA;AVDA. CORONEL GORRIN, 22 ;0;38436;0;0;0;SANTIAGO DEL TEIDE;
60;MESON RANCHO CHICO;RESTAURANTE;VENEZUELA AVDA., 6.EDF. BISCAL ;0;38400;2.841.779.798;-16.543.433.370.000.000;0;PUERTO DE LA CRUZ;
50;MESON LOS ANGELES;RESTAURANTE;AVDA. GENERAL MOLA, 28 ;0;38006;28.392.926.750.000.000;-16.517.158.450.000.000;0;SANTA CRUZ DE TENERIFE;
54;MESÓN, EL;RESTAURANTE;GENERAL, 54 PLTA. BAJA CTRA. ;0;38683;0;0;0;SANTIAGO DEL TEIDE;
0;MESON TRES DE MAYO;RESTAURANTE;AVDA TRES DE MAYO, 9 (C.C. TRES DE MAYO, LC A25);9;38001;2.838.144.339;-1.658.481.648;0;SANTA CRUZ DE TENERIFE;
140;MESON, EL;RESTAURANTE;AVDA. DE LAS AMERICAS - C.C. PARQUE SANTIAGO III, L-27;0;38640;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
46;META, LA;CAFETERIA;C.C. GARDEN CITY, 112A;0;38670;0;0;0;ADEJE;
0;MESTIZO, EL;BAR;PASEO MARITIMO (EDIF. FAYSER, L-2);0;38650;28.047.619;-16.711.499;0;ARONA;
100;METRO;BAR;QUINTANA, S/N. (C.C. QUINTANA, L-18/20) ;0;38400;28.417.144;-16.548.698;0;PUERTO DE LA CRUZ;
36;MESON TINGUARO;BAR;AVDA. MARQUES DE VILLANUEVA DEL PRADO, S/N. (C.C. CANARY CENTER, L-24) URB. LA PAZ;0;38400;28.409.509;-16.535.013;0;PUERTO DE LA CRUZ;
0;METROPOLI;BAR;ALMACIGO (URB. LA PAZ);0;38400;28.575.450.897.216.700;-1.617.215.919.494.620;0;PUERTO DE LA CRUZ;
54;METRO PIZZA;PIZZERÍA;AVDA. ROSA DE LOS VIENTOS, S/N. (C.C. PARQUE GALEON, L-8);0;38600;28.117.151;-16.732.251;247;ADEJE;
0;METROPOLIS;BAR;C.C. CONQUISTADOR, S/N.;0;38660;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
35;MI ABUELA;RESTAURANTE;CTRA. GENERAL DEL NORTE, 377 ;0;38350;0;0;0;TACORONTE;
70;META, LA;RESTAURANTE;HELIODORO RODRIGUEZ LOPEZ, 32 ;0;38005;284.617.424;-1.626.210.719;0;SANTA CRUZ DE TENERIFE;
0;METROPOLIS;BAR;CTRA. GENERAL DEL NORTE, 130 ;0;38000;28.477.732.769.999.900;-1.641.071.806;0;TACORONTE;
0;METROPOLIS CAFE;BAR-CAFETERIA;C/ ARENAS BLANCAS, 1;0;38000;28.058.507;-16.735.167;0;ARONA;
0;MI AREPA;BAR-CAFETERIA;CTRA. GENERAL TACORONTE-TEJINA, 102;0;38350;0;0;0;TACORONTE;
50;MI ABUELA II;RESTAURANTE;CAMINO REAL, 206 ;0;38350;28.469.815.769.999.900;-1.639.241.706;0;TACORONTE;
30;MI BELLA EPOCA;CAFETERIA;LEONCIO RODRIGUEZ, 47;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;
50;MI CASA;RESTAURANTE;CTRA. GENERAL ARAYA, 138 ;0;38540;0;0;0;CANDELARIA;
0;MI CASA;BAR;PRINCIPE DE ESPAÑA, 46;0;38430;0;0;0;ICOD DE LOS VINOS;
45;MI BAHIA;CAFETERIA;FERNANDEZ PERDIGON, 1 AVDA. ;0;38400;28.414.005.339.999.900;-1.655.308.932;0;PUERTO DE LA CRUZ;
0;MI CAFETALITO SOCIAL CLUB;CAFETERIA;C/. CUBESA, 34 L-9;0;38631;0;0;0;ARONA;
36;MI CASA TU CASA;RESTAURANTE;PENETRACION, L-1 AVDA.  (EDIF. PALOMA BEACH);0;38640;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
30;MI CHARCUTERIA;BAR;C/. JOSE MURPHY, 5 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;
0;MI CHARCUTERIA II;BAR;CANDELARIA, 22 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;
110;MI CASITA;RESTAURANTE;GENERAL DEL SUR CTRA. ;0;38509;0;0;0;ARAFO;
28;MI CONSULTA;RESTAURANTE;PZA. ADELANTADO, 6;0;38201;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
276;MI FIESTA RUMBAS Y TAPAS;RESTAURANTE;GALICIA, S/N C. C. COSMOS LOCALES 27-28-29-30;0;38670;0;0;0;ADEJE;
56;MI MERCED;RESTAURANTE;CMNO. REAL, 280 AGUA GARCIA ;0;38355;0;0;0;TACORONTE;
0;MI HERMANO;BAR;C/. SAN ANTONIO, 47 ;0;38002;0;0;0;LA LAGUNA;
0;MI PRIMO Y YO;RESTAURANTE;GENERAL EL AMPARO, 122 CTRA.;0;38430;0;0;0;ICOD DE LOS VINOS;
0;MI JARDIN;BAR-CAFETERIA;C/. VALLE MENENDEZ, 16;0;38650;2.805.169.389;-16.715.902.089.999.900;0;ARONA;
30;MI REFUGIO;BAR;SANTA MARIA DEL MAR, BQ. 4 ;0;38109;-329.719.963;-606.824.417;0;EL ROSARIO;
45;MI SOCIO;RESTAURANTE;DEHESAS, 39 ;0;38410;0;0;0;LOS REALEJOS;
76;MI PRIMO Y YO;RESTAURANTE;CTRA. GENERAL EL AMPARO, 30;30;38430;0;0;0;ICOD DE LOS VINOS;
0;MI PUEBLO;BAR;EL BATAN, 24;0;38294;0;0;0;LA LAGUNA;
25;MI PUEBLO;BAR;LA MURALLA, 11 ;0;38000;28.460.369.110.107.400;-1.626.449.966.430.660;0;SANTA CRUZ DE TENERIFE;
0;MI SUEGRO;BAR;GRAN REY, 63 ;0;38000;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
30;MI TABERNA;BAR;AVDA. MARITIMA, 29 (EDF. NAIGUATA, BQ. 1, L-2);0;38530;0;0;0;CANDELARIA;
30;MI TASCA;RESTAURANTE;CAMINO REAL, 108 ;0;38350;28.466.297.049.999.900;-16.404.802.139.999.900;0;TACORONTE;
36;MI TIO DABDA;BAR;JOSE MIGUEL GALVAN BELLO, S/N. (C.C. OCEAN GOLF COUNTRY CLUB, PTA. BAJA, BLOQUE K, L-A);0;38620;0;0;0;SAN MIGUEL;
20;MI VALLE;BAR-CAFETERIA;CTRA. TF-66 CRUZ DEL GUANCHE A GUAZA, 17;NULL;38640;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
32;MI VENECIA;RESTAURANTE;GENERAL SERRANO, 5 ;0;38004;28.466.552.499.999.900;-16.257.860.660.000.000;0;SANTA CRUZ DE TENERIFE;
40;MI VENECIA;BAR;SERRANO, 5 ;0;38003;28.466.552.499.999.900;-16.257.860.660.000.000;0;SANTA CRUZ DE TENERIFE;
0;MIAMI;BAR;EDIFICIO CARIBE, LOCAL 2 ;0;38670;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
0;MIAMI;BAR;CARIBE, L-2 BAJO EDIF. ;0;38660;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
0;MI VALLE DEL CAUCA;BAR;C/. HERMANO PEDRO, 48;0;38611;2.810.339.085;-165.858.388;0;GRANADILLA DE ABONA;
40;MIAMI BEACH;RESTAURANTE;MARITIMA, L-15 AVDA. (C.C. BUCANERO) ;0;38650;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
51;MIAMI FAÑABE II;PUB;BRUSELAS, L-147 (APTOS. MAREVERDE) ;0;38670;2.809.328;-16.744.142;0;ADEJE;
56;MIANA;RESTAURANTE;GENERAL, 3 CTRA.;0;38627;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
0;MICHEL GERMAIN MARTINET;BAR;MARAZUL DEL SUR URB.;0;38670;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
0;MICHELANGELO;RESTAURANTE;AVDA. VIRGEN DE GUADALUPE, C.C. SAN SEBASTIAN, L-2;0;38670;0;0;0;ADEJE;
31;MIA NONNA (MI NIÑA);CAFETERIA;C/. CLAVEL ESQ. CRUZ VERDE, 9 L-5 ;0;38000;28.466.058.154.466.100;-16.249.185.396.696.400;0;SANTA CRUZ DE TENERIFE;
75;MICHELE'S PIZZAS (PIZZAS MIGUEL);PIZZERIA;C/. SABINO BERTHELOT AGUIER, 20;0;38300;2.839.164.242;-16.526.259.180.000.000;0;LA OROTAVA;
64;MICHELANGELO;RESTAURANTE;PARQUE CATTLEYA, L-6/7  ;0;38660;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
60;MICKEY;BAR;SUECIA, L-5 AVDA. (C.C. NOVOMAR) ;0;38000;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
33;MICKY O'MALLEYS(EL RESTAURANTE DE MICKY O'MALLEYS);RESTAURANTE;EDIF. LOS  ATAMANES, L-4E/4F;0;38670;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
0;MIEL, LA;BAR;AVDA. MARITIMA, 13 (URB. VARADERO-C.C. PRINCESA ISORA, L-2);0;38000;0;0;0;SANTIAGO DEL TEIDE;
0;MIGUEL;BAR;GENERAL, 96 CTRA. ;0;38380;0;0;0;LA VICTORIA DE ACENTEJO;
0;MIGUEL;BAR;CANDELARIA MONTE, 61 ;0;38350;0;0;0;TACORONTE;
0;MIGUEL;BAR;SOMOSIERRA BDA. (ED. DIVINA PASTORA) ;0;38000;2.845.754;-1.627.052;0;SANTA CRUZ DE TENERIFE;
0;MIEL DE PALMA;CAFETERIA;C/. LA TRUJILLA, S/N. (EDIF. VOLCAN DE YAIZA);0;38640;28.019.036;-16.665.565;0;ARONA;
0;MIGUEL;BAR;FINCA ESPA|A-URB. VALLE VINAGRE ;0;38000;28.478.509;-16.298.193;0;LA LAGUNA;
116;MIGUEL ANGEL;RESTAURANTE;ERNESTO SARTI, S/N ;0;38660;28.085.094;-16.731.996;0;ADEJE;
48;MIGUEL ANGEL;CHURRERIA;CLAVIJO FAJARDO, S/N. (MERCADILLO LA LAGUNA, PUESTO 66) ;0;38201;0;0;0;LA LAGUNA;
0;MIGUEL PEREZ;BAR;EL RAMONAL, 6 URB. ;0;38000;30.160.860.061.645.500;-10.468.328.857.421.800;0;CANDELARIA;
38;MI TASCA JUAN;RESTAURANTE;MAJUELO, 13. BDA. BUEN PASO ;0;38430;28.378.188;-16.680.121;0;ICOD DE LOS VINOS;
0;MIGUEL;BAR;DIQUE, 24 ;0;38120;2.850.450.636;-161.910.664;0;SANTA CRUZ DE TENERIFE;
0;MIGUEL CORTIJO FRANCO;BAR;SAN MARTIN DE PORRES, 1 ;0;38626;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
108;MIISHI SUSHI CLUB;RESTAURANTE;CLUB NAUTICO PUERTO COLON  ;0;38660;0;0;0;ADEJE;
30;MIKY 69;CAFETERIA;C/. AMALIA ALAYON, 12 (EDIF. JULIAN JOSE, ESCALERA 1, PLANTA 1, L-2);0;38650;0;0;0;ARONA;
64;MIKEY´S;BAR;AVDA. SAN FRANCISCO, 2 - C.C. EL MIRADOR, LOCAL 11;0;38650;0;0;0;ARONA;
0;MIL DULCES;PASTELERIA;C/. EL MIRADOR, S/N. (EDIF. CRISTINA, L-3 BAJO);0;38611;0;0;0;GRANADILLA DE ABONA;
0;MIL Y UNA NOCHES;BAR-CAFETERIA;C/ LA ALHONDIGA, 17;NULL;38480;41.744.468.688.964.800;-12.397.113.037.109.300;0;BUENAVISTA DEL NORTE;
88;MIL SABORES;RESTAURANTE;C/. CRUZ VERDE, 5 ;0;38400;2.841.740.906;-16.552.236.380.000.000;0;PUERTO DE LA CRUZ;
40;MILA I;BAR;ISLA DE LA GOMERA, 3 ;0;38627;28.091.020.500.000.000;-1.665.992.533;0;ARONA;
0;MILAGROS HERNANDEZ;BAR;PELIGROS, 1 ;0;38000;0;0;0;LA LAGUNA;
50;MILAGROSA, LA;RESTAURANTE;CTRA. PROVINCIAL, 101;0;38390;28.422.010.120.000.000;-1.649.904.335;0;SANTA URSULA;
40;MILA II;BAR;VALLE SAN LORENZO-CABO BLANCO CTRA.  ;0;38626;28.082.565;-16.676.777;0;ARONA;
50;MILAGROSA, LA;RESTAURANTE;EL OBRERO SAN FRANCISCO JAVIER, 33 ;0;38500;0;0;0;GÜIMAR;
0;MILAGROSA, LA;BAR;PZA. DE SAN CRISTOBAL, 23 ;0;38204;2.848.381.463;-16.313.888.640.000.000;0;LA LAGUNA;
22;MILENIUM (MILENIO);CAFETERIA;LEONCIO RODRIGUEZ, S/N. (C.C. MARTÍN CALZADILLA, L-1);0;38390;0;0;0;SANTA URSULA;
56;MILANO EIS CAFE;PIZZERIA;C/. LONDRES, 1 (C.C. PLAYAS DE FAÑABE I, L-33);0;38660;28.085.185.289.999.900;-1.673.412.502;0;ADEJE;
0;MILENIUM;BAR-CAFETERIA;C/ MAGALLANES, 2;0;38500;0;0;0;GÜIMAR;
66;MILENIUM GOLD (MILENIO DORADO);RESTAURANTE;REAL, 165;0;38370;0;0;443;LA MATANZA DE ACENTEJO;
0;MILEVIC;BAR;C/. CRISTOBAL COLON, 8 PTA. BAJA DCHA.;0;38508;0;0;0;GÜIMAR;
0;MILENIUM;BAR;GUIA DE ISORA, 24 ;0;38008;28.471.032.799.999.900;-162.742.033;0;SANTA CRUZ DE TENERIFE;
0;MILHANY;CAFETERIA;URB. TORVISCAS - LAS AMERICAS ;0;38679;28.091.854;-16.717.019;0;ADEJE;
46;MILLE GUSTI;RESTAURANTE;AVDA. SUECIA, 16-D (C.C. SAN TELMO) ;0;38650;0;0;0;ARONA;
72;MILKIS II;RESTAURANTE;HONDURA, S/N. (C.C. TENIR) ;0;38436;0;0;0;SANTIAGO DEL TEIDE;
35;MILLENIUM (MILENIO);CAFETERIA;LA LONGUERA, 15;0;38410;28.397.993;-16.578.721;187;LOS REALEJOS;
0;MIGUELINA;BAR;SAN SALVADOR, 72 ;0;38000;2.844.091.362;-1.629.664.447;0;LA LAGUNA;
0;MILU;BAR-CAFETERIA;C/ CONDE SANTA MARIA DE ABONA, 21;21;38530;0;0;0;CANDELARIA;
0;MIMOR;BAR-CAFETERIA;AVDA. CONSTITUCION, 16 BAJO;0;38670;0;0;0;ADEJE;
0;MILLONAIRES;BAR;PAQUE DON JOSE, 14 B ;0;38630;28.008.817;-16.644.159;0;ARONA;
98;MIMOSA GARDEN;RESTAURANTE;RES. LAS VIÑAS, L-10  ;0;38660;0;0;0;ARONA;
0;MIMO'S;BAR;EL OLIVO, 4 ;0;38470;2.836.537.804;-16.816.973.859.999.900;0;LOS SILOS;
0;MINA, LA;BAR;GENERAL, 45 CTRA.;0;38380;0;0;0;LA VICTORIA DE ACENTEJO;
75;MINA, LA;RESTAURANTE;GENERAL LA ESPERANZA, 2 CTRA.;0;38000;-329.178.505;-607.129.593;0;EL ROSARIO;
48;MIMOSA PARK;RESTAURANTE;LAS TAPIAS, L-19/20 (URB. GUACIMARA) ;0;38400;0;0;0;PUERTO DE LA CRUZ;
90;MINA, LA;RESTAURANTE;MARITIMA AVDA.  ;0;38436;2.824.327;-16.839.834;0;SANTIAGO DEL TEIDE;
77;MINCA;CAFETERIA;PRIMO DE RIVERA, 23 AVDA.;0;38410;0;0;0;LOS REALEJOS;
0;MINA, LA;BAR;C/. LA TOLERANCIA, 4;0;38001;28.473.961.519.999.900;-16.250.800.530.000.000;0;SANTA CRUZ DE TENERIFE;
10;MINERO, EL;BAR;GALVAN BELLO, 3 ;0;38612;0;0;0;GRANADILLA DE ABONA;
0;MINI BAR;BAR;BDA. LOS ANGELES, 7 ;0;38000;0;0;0;LA LAGUNA;
50;MINA, LA;RESTAURANTE;EL CHAPARRAL URB.  ;0;38630;0;0;0;ARONA;
0;MINI BAR JUSTO;AUTOBAR;MONTAÑA PACLA, 418;0;38109;0;0;0;EL ROSARIO;
8;MINI FRUITS LAGUNA I;CAFETERIA;PZ. SAN CRISTOBAL, 25 ;0;38204;0;0;0;LA LAGUNA;
0;MINI FRUITS LAGUNA 2;BAR;TRINIDAD AVDA., 53 ;0;38000;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
0;MINI BAR RODA;BAR;BDA. SANTA CLARA LOC. 31 BQ. 7 P-7 ;0;38000;0;0;0;SANTA CRUZ DE TENERIFE;
0;MINI PARK;CAFETERIA;AVDA. BRUSELAS, S/N. (C.C. EL DUQUE, L-54);0;38670;0;0;0;ADEJE;
