Plazas;Establecimiento;Tipo;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;basura
74;AL GUSTO;CAFETERIA;ACEVIÑOS, 12 (URB. LA PAZ, L-8);0;38400;0;0;0;PUERTO DE LA CRUZ;
0;AL PALACIO DE LOS DEPORTES (AU PALAIS DES SPORTS);BAR;CONSUELO ALFONSO DIAZ, 24 ;0;38631;28.007.828.699.999.900;-1.665.730.111;0;ARONA;
0;AL LIMITE;BAR;C/. HERACLIO SANCHEZ, 46 L-IZDO.;0;38000;2.848.396.271;-16.316.488.979.999.900;0;LA LAGUNA;
0;ALACENA, LA;RESTAURANTE;C/. EL DRAGO, 2 (URB. MIRAVERDE-C.C. HLS, L-3 DCHA. PTA. SEMISOTANO);0;38670;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
0;AL POMODORO;RESTAURANTE;AVDA. ARZOBISPO GONZALEZ RIVAS, 28 BAJO;0;38611;0;0;0;GRANADILLA DE ABONA;
200;ALABAMA´S;RESTAURANTE;LOS LLANOS (VISTA GORDA) ;0;38617;2.845.709.991.455.070;-16.254.600.524.902.300;0;GRANADILLA DE ABONA;
58;AIDA;RESTAURANTE;EL CARMEN, 3;0;38007;28.454.120.400.000.000;-16.315.838.879.999.900;0;SANTA CRUZ DE TENERIFE;
0;ALADINS;BAR;AMERICA SHOPPING, L-8 C.C. (LAS AMERICAS );0;38650;0;0;0;ARONA;
0;ALAJERO;BAR;CAMINO LA HORNERA (TACO) ;0;38108;28.458.013;-16.302.287;0;LA LAGUNA;
0;ALAMO, EL;BAR;IRIARTE, 45 ;0;38400;28.416.094.239.999.900;-1.654.656.243;0;PUERTO DE LA CRUZ;
0;ALADDIN SUR;RESTAURANTE;AVDA CONSTITUCION - EDF. PLAZA L-2 (PLAZA CESAR MANRIQUE, L-2);0;38670;2.812.206.209;-1.672.712.803;0;ADEJE;
30;AL-ANDALUS;RESTAURANTE;EL PESO, 1 ;0;38202;2.848.592.006;-1.631.804.734;0;LA LAGUNA;
88;A'LAREIRA;RESTAURANTE;LUIS LAVAGGI, 2 AVDA.  (EDIF. PUERTO PLAYA, L-B);0;38400;28.413.805;-16.558.172;0;PUERTO DE LA CRUZ;
80;ALANDA TASCA;TASCA;AVDA. AFONSO CARRILLO, S/N. (EDIF. BAHIA PLAYA, L-11);0;38400;28.410.604;-16.561.819;0;PUERTO DE LA CRUZ;
12;ALAYON;BAR;LA MARINA, 1 ;0;38639;0;0;0;GRANADILLA DE ABONA;
50;ALASKA;CAFETERIA;CTRA. PROVINCIAL, 17 ;0;38390;28.422.395;-16.498.625;0;SANTA URSULA;
52;ALBA;RESTAURANTE;LOS SABANDEÑOS, 6 (EDIF. CHARO, BAJO) ;0;38650;0;0;0;ARONA;
22;ALAZAN;RESTAURANTE;SAN ROQUE, 9 (EDIF. ADELAIDA) ;0;38670;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
24;ALAZAN;BAR;18 DE JULIO, 15 ;0;38004;28.392.975.930.000.000;-16.517.958.639.999.900;0;SANTA CRUZ DE TENERIFE;
160;ALBATROS;RESTAURANTE;URB. PARQUE ALBATROS ;0;38620;0;0;0;SAN MIGUEL;
192;ALBATROS;BUFFETT;PLAYA PARAISO URB. ;0;38678;28.121.011;-16.771.334;0;ADEJE;
40;ALBA;CAFETERIA;C/. PITERAS, 5 (EDIF. IKARUS, L-B11) URB. LA PAZ ;0;38400;0;0;0;PUERTO DE LA CRUZ;
0;ALBATROS, EL (THE ALBATROS);BAR;PARQUE DON LUIS, L-3 URB. ;0;38630;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;ALBERGUE MONTES DE ANAGA;BAR-CAFETERIA;CTRA BAILADERO-CHAMORGA, S/N;0;38129;0;0;0;SANTA CRUZ DE TENERIFE;
0;ALBERTINA;BAR;ESTOPA, 10 ;0;38000;0;0;0;LA MATANZA DE ACENTEJO;
18;ALBERTO;BAR;ARURE, 3;0;38626;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
0;ALBERTO'S;BAR;VENEZUELA, 2 AVDA. ;0;38000;28.418.275.420.000.000;-16.544.144.149.999.900;0;PUERTO DE LA CRUZ;
80;ALBERTO'S;CAFETERIA;MALPAIS, 1 ;0;38400;28.409.561.790.000.000;-1.654.894.402;0;PUERTO DE LA CRUZ;
15;ALBERTOS BROTHERS;BAR;LA HERRERIA, 5 ;0;38550;0;0;0;ARAFO;
0;ALBINO;BAR;SANTA BARBARA, 89 BDA. ;0;38000;2.837.032;-1.669.513;0;ICOD DE LOS VINOS;
500;ALBORADA;RESTAURANTE;TEN-BEL URB. ;0;38631;3.778.703.891;1.460.541.048;0;ARONA;
0;ALCALA;BAR;ALCALA, S/N. ;0;38000;28.207.793;-16.778.532;0;GUIA DE ISORA;
33;ALBORADA;CAFETERIA;SIMON BOLIVAR, 3 ;0;38009;2.846.432.626;-1.626.986.414;0;SANTA CRUZ DE TENERIFE;
0;ALBORADA;RESTAURANTE;C/ JUAN DE AVILA, 4;0;38009;28.450.912.800.000.000;-1.627.414.307;0;SANTA CRUZ DE TENERIFE;
33;ALCALA;BAR;PLAZA, 9 ;0;38688;2.820.686.168;-1.677.773.965;0;GUIA DE ISORA;
0;ALCALA;BAR;MARQUES V. DEL PRDO - URB. CASABLANCA, L -3;0;38355;0;0;0;PUERTO DE LA CRUZ;
70;ALEGRE BUFFET;BUFFETT;AVDA. EL PASO, 20 (EDIF. EL PASO II, L-2);0;38108;28.459.457;-16.301.049;0;LA LAGUNA;
40;ALEGRE ROGER, EL;BAR;HOTEL SANTA MARIA LOC. 66 BAJOS ;0;38000;0;0;0;ADEJE;
0;ALCALDIA, LA;BAR;C/. SAN MIGUEL ESQ. ROQUE DEL ESTE, 1 B1;0;38108;0;0;0;LA LAGUNA;
31;ALEGRIA;CAFETERIA;DOCTOR PEREZ, 10;0;38390;0;0;309;SANTA URSULA;
0;ALEGRIA;BAR;CANTILLO ;0;38000;0;0;0;GRANADILLA DE ABONA;
0;ALEGRIA;BAR-CAFETERIA;NORTE, 4 ;0;38480;0;0;0;BUENAVISTA DEL NORTE;
0;ALEGRIA, LA;BAR;LA CRUZ SANTA ;0;38000;28.389.049.530.029.200;-16.583.049.774.169.900;0;LOS REALEJOS;
0;ALEJANDRINA ARTEAGA;BAR;LA HORNERA, 106 CMNO. ;0;38000;28.496.875;-16.312.975;0;LA LAGUNA;
0;ALEJANDRO'S BAR;BAR;AVDA. DE LOS PUEBLOS, 32 (C.C. LAGUNA PARK I, L-1B);0;38660;0;0;0;ADEJE;
3;ALEJO;BAR;DOCTOR ALLART, 24 ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;
22;ALEMAN DIETER'S IMBISS;CAFETERIA;CLUB PARAISO DEL SOL, L-1 ;0;38660;0;0;0;ADEJE;
0;ALEJANDRO;BAR;EL MORAL, 33 ;0;38270;2.852.209.169;-1.638.799.272;0;LA LAGUNA;
0;ALENA;BAR;MUELLE LOS CRITIANOS ;0;38000;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
50;ALEMANA;CAFETERIA;SAN FELIPE, 44 ;0;38400;28.416.346.989.999.900;-1.655.388.014;0;PUERTO DE LA CRUZ;
0;ALEX;BAR;CTRA. GENERAL DEL SUR EL CALVARIO, 12 ;0;38000;0;0;0;FASNIA;
0;ALEX;BAR;SAN HONORATO, 1 ;0;38203;0;0;0;LA LAGUNA;
0;ALEX QUELI;BAR;EL GUINCHO, 19 ;0;38000;0;0;0;GARACHICO;
0;ALCAMPO;BAR;POLIGONO INDUSTRIAL SAN JERONIMO MANZANA B SECTOR 10 (HIPERMERCADO ALCAMPO);0;38300;28.396.093;-16.545.706;0;LA OROTAVA;
0;ALEXIA'S;CAFETERIA;C/. JUAN PEDRO RODRIGUEZ CRUZ, 2 ;0;38508;0;0;0;GÜIMAR;
0;ALFE;BAR;SAN MARTIN, 1 AVDA. ;0;38626;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;ALEXIS;BAR;EL CARDONAL BQ. 135 ;0;38729;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
0;ALEXANDER;BAR-CAFETERIA;AVDA DE LOS PUEBLOS S/N LAGUNA PARK I Nº 21;0;38670;0;0;0;ADEJE;
0;ALFREDO GONZALEZ;BAR;DE POLO, 34 CMNO. ;0;38000;0;0;0;LA OROTAVA;
28;ALEXANDER;RESTAURANTE;URB. EL TREBOL. COSTA DEL SILENCIO, LOCAL 50 Y 51;0;38631;28.012.764;-16.648.685;0;ARONA;
30;ALFONSO;BAR;C/ VALLE INCLAN, 3, EDF. VALLE INCLAN II, LOCAL 1;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;
0;ALFREDO FRAGA;BAR;ADEJE ;0;38670;28.121.559.143.066.400;-167.248.592.376.709;0;ADEJE;
20;ALGARROBO;BAR;SAN SALVADOR, 60 ;0;38000;0;0;0;LA LAGUNA;
20;ALGARROBO;RESTAURANTE;PEDRO MARTIN, 9 URB.  ;0;38300;0;0;0;LA OROTAVA;
84;ALGAS, LAS;RESTAURANTE;LA FONSALIA, 17 SAN JUAN PYA. ;0;38680;0;0;0;GUIA DE ISORA;
0;ALHACENA, LA;BAR-CAFETERIA;C/ ANCHIETA, 7;0;38201;0;0;0;LA LAGUNA;
50;ALHAMBRA, LA;BAR;ANDALUCIA, L-5B EDIF. (LOS CRISTIANOS) ;0;38650;37.429.718.017.578.100;-4.566.042.900.085.440;0;ARONA;
40;ALHAMBRA;BAR;EDF. ANDALUCIA ;0;38650;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
0;ALHAMBRA;BAR;RESID. ANDALUCIA BAJOS ;0;38650;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
108;ALHONDIGA, LA;MESON;EL CALVARIO, 73 ;0;38350;0;0;0;TACORONTE;
0;ALI BABA;RESTAURANTE;C/. LA PALMA, 15 ;0;38680;0;0;0;GUIA DE ISORA;
0;ALI BABA CLUB;BAR;NIEVES RAVELO, 1 ;0;38000;0;0;0;PUERTO DE LA CRUZ;
60;ALHONDIGA, LA;CAFETERIA;C/ LA ALHONDIGA, 16;0;38480;41.744.468.688.964.800;-12.397.113.037.109.300;0;BUENAVISTA DEL NORTE;
0;ALICE;RESTAURANTE;AVDA. RAFAEL PUIG LLUVINA, 19 (C.C. CITY CENTER, L-1);0;38660;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;ALISE;BAR;GENERAL LA CRUZ SANTA, 21 L-2 CTRA.;0;38413;0;0;0;LOS REALEJOS;
78;ALHAMBRA, LA;RESTAURANTE;RAMBLA GENERAL FRANCO, 25 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;
0;ALISIOS CANARIOS;BAR;AVDA. ISORA, 113;0;38000;0;0;0;GUIA DE ISORA;
36;ALIA;RESTAURANTE;BARCELONA, 3 ;0;38204;4.141.776.904.000.000;21.501.566.500.000.000;0;LA LAGUNA;
42;ALI-BABA;RESTAURANTE;C/. ISLA BONITA, 27;0;38687;28.180.927.409.999.900;-1.681.662.943;0;GUIA DE ISORA;
25;ALISIOS, LOS;CAFETERIA;COLON, S/N. AVDA. (COMPLEJO MARTIANEZ) ;0;38400;0;0;0;PUERTO DE LA CRUZ;
25;ALIVIO, EL;BAR;UNAMUNO, L-12 (PARQUE LA GRANJA) ;0;38007;0;0;0;SANTA CRUZ DE TENERIFE;
0;ALISIOS, LOS;BAR;TAMARAGUA, 27 (URB. ALISIOS II);0;38109;2.842.739.224;-1.630.571.991;0;SANTA CRUZ DE TENERIFE;
78;ALJIBE, EL;CAFETERIA;AVDA. EL EMIGRANTE, 8;0;38680;28.180.099.729.999.900;-1.681.658.149;0;GUIA DE ISORA;
110;ALISIOS, LOS;CAFETERIA;VIEJA LOS CRISTIANOS-GUAZA CTRA. (APTOS. LOS ALISIOS);0;38650;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;ALKABU;BAR;BUENAVISTA, 20 - CTRA. ;0;38000;41.744.468.688.964.800;-12.397.113.037.109.300;0;BUENAVISTA DEL NORTE;
64;ALKABU;PIZZERIA;AVDA. JUAN MENDEZ EL VIEJO, 20 ;0;38480;0;0;0;BUENAVISTA DEL NORTE;
0;ALL DAY CAFÉ;CAFE;ALFARO ESQ. MIRAFLORES;0;38003;-9.003.705.024.719.230;-782.999.038.696.289;0;SANTA CRUZ DE TENERIFE;
0;ALL STAR CAFE;BAR;VEINTICINCO DE ABRIL, 79 AVDA.;0;38430;28.369.746.209.999.900;-16.713.552.469.999.900;0;ICOD DE LOS VINOS;
14;ALLDAY;BAR-CAFETERIA;CTRA. VALLE TABARES, 111, LOCAL 2;NULL;38320;2.847.662.956;-1.628.976.747;0;LA LAGUNA;
0;ALMA DE CAFE;CAFETERIA;C/. LA AMISTAD, 9 L-7A;0;38500;0;0;0;GÜIMAR;
55;ALMA DE TACANDE, EL;RESTAURANTE;SUBIDA AL SOBRADILLO, 7 CTRA. ;0;38108;28.460.369.110.107.400;-1.626.449.966.430.660;0;SANTA CRUZ DE TENERIFE;
30;ALMA;BAR-CAFETERIA;AVDA. EL PALM MAR, 64 - EDF. FLAMINGO L-4;NULL;38640;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
120;ALMACIGO, EL;ASADOR;C-822, 98 CTRA. (EDIF. LA TOSCA, L-OB);0;38626;0;0;413;ARONA;
0;ALMACIGO, EL;BAR-CAFETERIA;C/ CERCO DEL PATANGO, 5;0;38626;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;ALMACIGO, EL;BAR-CAFETERIA;C/ ROQUE DE JAMA, S/N (EDF. GARAJONAY II), LOCAL 3;0;38650;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;ALMA LLANERA;BAR-CAFETERIA;CARRETERA GENERAL CABO BLANCO, 212;0;38627;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
0;ALLEY CAT;BAR;PASEO PEATONAL (EDIF. JULITA BAJOS) ;0;38650;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
35;ALMACIGON;BAR;HEROES DE ALCAZAR, 58 ;0;38680;0;0;0;GUIA DE ISORA;
0;ALMAGRA, LA;BAR;RODAPALLA, 8 ;0;38300;28.388.631.319.999.900;-16.525.344.809.999.900;0;LA OROTAVA;
0;ALMANAQUE, EL;BAR;AVDA. CERCADO CORAZON, 3 L-14;0;38107;0;0;0;SANTA CRUZ DE TENERIFE;
57;ALMANO BURGER;CAFETERIA;ESPAÑA, 26. EDIF. DORADO. L-4;0;38390;0;0;283;SANTA URSULA;
16;ALMAR;BAR;GENERALISIMO, AVDA. (ED. BATAYOLA, L-7) (PUNTA LARGA);0;38530;0;0;0;CANDELARIA;
12;ALMEIDA;BAR;CALVARIO, 9 ;0;38300;0;0;0;LA OROTAVA;
0;ALMANAQUE, EL;TASCA;CERCADO CORAZON, 3. AVDA. (L-1);0;38107;2.843.197.506;-16.318.715.279.999.900;0;SANTA CRUZ DE TENERIFE;
0;ALMAZARA;TASCA;ADELANTADO, 16;0;38296;28.487.181.369.999.900;-1.631.378.746;0;LA LAGUNA;
84;ALMENDRA;RESTAURANTE;PUEBLO CANARIO, L-8C C.C.;0;38670;0;0;0;ADEJE;
64;ALMEJOR;RESTAURANTE;C. C. SANTA MARIA, 9 ;0;38660;0;0;0;ADEJE;
80;ALMENA DE SAN MIGUEL, LA;RESTAURANTE;AVDA. REPUBLICA DE VENEZUELA, 3;0;38450;2.837.246.478;-167.662.051;0;GARACHICO;
28;ALMOGROTE, EL;RESTAURANTE;GONZALEZ RIVAS, 50 AVDA. ;0;38611;0;0;0;GRANADILLA DE ABONA;
52;ALOJERA;RESTAURANTE;SANTA ISABEL, 22;0;38626;4.027.027.893.066.400;-7.966.221.618.652.340;274;ARONA;
20;ALOHA;BAR;GENERAL FRANCO -EDF. PLAYA LOS CRISTIANO ;0;38650;4.568.906.021.118.160;8.496.649.742.126.460;0;ARONA;
0;ALOHA;SALA DE FIESTAS;AVDA. LA SALLE, 22 (EDIF. GRAN VIA, L-9);0;38005;2.846.164.244;-1.625.678.998;0;SANTA CRUZ DE TENERIFE;
30;ALON RECREATIVO PRINCESS BUENAVISTA;CAFETERIA;AVDA. JUAN MENDEZ EL VIEJO, S/N. (C.C. ALHONDIGA, L-20);0;38480;41.744.468.688.964.800;-12.397.113.037.109.300;0;BUENAVISTA DEL NORTE;
25;ALONSO;BAR-CAFETERIA;GENERAL EL ROSARIO CH 5, 150 CTRA.  ;0;38108;0;0;0;SANTA CRUZ DE TENERIFE;
0;ALONSO;BAR;EL SOCORRO, 11 ;0;38500;0;0;0;GÜIMAR;
20;ALONSO;BAR;EMETERIO GUTIERREZ ARBELO ;0;38670;0;0;0;ADEJE;
25;ALONDRAS PARK;BAR;JOSE ANTONIO TAVIO AVDA. APTOS. ALONDRAS ;0;38630;28.011.629;-16.645.886;0;ARONA;
0;ALONSO;BAR;AVDA REPUBLICA ARGENTINA, 96 (LAS CANTERAS);0;38293;2.851.068.728;-1.630.741.726;0;LA LAGUNA;
25;ALONSO;BAR;SAN ROQUE, 8 (EL SALGERO) ;0;38613;0;0;0;VILAFLOR;
17;ALONSO;BAR;CMNO. DE AFUR, 43 ;0;38130;0;0;0;SANTA CRUZ DE TENERIFE;
12;ALOJERA;BAR;C/. SAN MARTIN, 65 ;0;38001;2.847.349.137;-1.625.053.883;0;SANTA CRUZ DE TENERIFE;
50;ALONSO;CAFETERIA;MIRAMAR, 1 (EDIF. TAMAR) ;0;38640;44.019.549;12.626.369;0;ARONA;
55;ALPENDE, EL;CAFETERIA;LA HIGUERITA, S/N. URB. (EDIF. YENNY 2);0;38200;28.441.648;-16.331.203;372;LA LAGUNA;
40;ALPI;BAR;URB. CHAPARRAL, 2ª FASE, LOCAL TRES C)-a;0;38630;0;0;0;ARONA;
28;ALONSO;RESTAURANTE;SAN MIGUEL DE GENETO, 122 CTRA. ;0;38296;2.846.043.438;-1.631.536.782;0;LA LAGUNA;
40;ALONSO;BAR;VENEZUELA AVDA., ESQ. MENCEY ACAYMO, 40 ;0;38008;28.470.383.424.397.600;-16.272.068.229.131.300;0;SANTA CRUZ DE TENERIFE;
99;AL'S CARVERY (EL TRINCHADOR DE AL);RESTAURANTE;PENETRACION, L-20 AVDA. (EDF. COLUMBUS) ;0;38640;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
22;ALPISPA, LA;CAFETERIA;SAN AMARO, 3 ;0;38400;0;0;0;PUERTO DE LA CRUZ;
0;ALREDEDOR DE MEDIANOCHE (ROUND MIDNIGHT);BAR;AMERICA SHOPPING, L-7/57A C.C. ;0;38660;0;0;0;ARONA;
20;ALTAMIRA;BAR;LA GUANCHA, 20 CTRA. (BUEN PASO) ;0;38008;0;0;0;ICOD DE LOS VINOS;
45;ALTAGAY;RESTAURANTE;OCEANO INDICO, LOC-2 URB. TESESINTE, EDF. ALTAGAY;0;38240;0;0;6;LA LAGUNA;
40;ALTAGAY CLUB;BAR;EDIF. ALTAGAY (URB. TESINTE) ;0;38240;3.369.390.106.201.170;-1.174.035.415.649.410;0;LA LAGUNA;
0;ALT MUNCHEN;RESTAURANTE;C/.ACEVIÑOS, 8 URB. LA PAZ;0;38400;0;0;0;PUERTO DE LA CRUZ;
44;ALTAMIRA CUP CAFE;CAFETERIA;C/ EL BERIL, S/N - APTOS ALTAMIRA, L-1 ;0;38670;0;0;0;ADEJE;
52;ALTEMAR;CAFETERIA;NOELIA AFONSO, 8 (EDIF. ALTEMAR, L-2);0;38650;28.059.975.209.999.900;-1.672.882.229;17;ARONA;
54;ALTON TOWERS (LAS TORRES DEL ALTON);BAR;ESMERALDA, L-26 C.C.;0;38000;0;0;0;ADEJE;
0;ALTAVISTA;BAR;C/ EL BREZO, 1 - AGUA DULCE;1;38687;0;0;0;GUIA DE ISORA;
30;ALTAVISTA;RESTAURANTE;CTRA. GENERAL LA ESCALONA, 5 ;0;38613;0;0;0;VILAFLOR;
0;ALTAR, EL;TASCA;MENCEY BENEHARO, 86 ;0;38008;28.471.694.570.000.000;-1.627.092.813;0;SANTA CRUZ DE TENERIFE;
19;ALVARO;BAR;OCEAN CENTER, 10 C.C.  ;0;38000;0;0;0;ADEJE;
130;AMADEUS;RESTAURANTE;PUERTO DEPORTIVO PUERTO COLON, L-108  ;0;38660;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
0;ALVARO PEÑA;BAR;GENERAL BCO. HONDO, KM. 15 CTRA. ;0;38000;0;0;0;CANDELARIA;
0;AMALIA;BAR;LA HERRERIA, 32 ;0;38000;28.488.151;-16.417.952;0;TACORONTE;
0;AMALFI;BAR;C.C VERONICA I LOC. 32 -LAS AMERICAS PYA ;0;38000;0;0;0;ARONA;
0;AMALIA GOMEZ;BAR;EL PUERTITO, S/N. ;0;38000;0;0;0;GÜIMAR;
0;ALVARO CHAMORGA;BAR;CHAMORGA, 20 ;0;38000;28.569.003;-1.615.891;0;SANTA CRUZ DE TENERIFE;
152;AMANDA;RESTAURANTE;AVDA. DE ESPAÑA, C.C. SANTA MARIA, LOCALES 12/13/14 (BAJOS HOTEL SANTA MARIA );0;38660;0;0;0;ADEJE;
0;AMANECER;BAR;GENERAL DEL SUR CTRA. ;0;38000;2.843.781;-16.305.583;0;LA LAGUNA;
0;AMANAY;BAR;DOCTOR ZAMENHOFF. EDF. SAN CRISTOBAL. ;0;38000;43.566.669;-593.333;0;LA LAGUNA;
18;AMARCA;RESTAURANTE;PYA. SAN MARCOS;0;38430;2.837.877;-1.672.206;0;ICOD DE LOS VINOS;
12;AMARCA;BAR;ORELLANA DIVINA PASTORA, L-19 ;0;38005;2.808.051.348;-16.681.280.159.999.900;0;SANTA CRUZ DE TENERIFE;
34;AMAYA;RESTAURANTE;PARALELA A SANTIAGO, S/N. (SUBIDA LOS ANDENES);0;38108;0;0;0;LA LAGUNA;
36;AMARCE;RESTAURANTE;CALVO SOTELO, 3 ;0;38550;28.342.871;-16.419.008;0;ARAFO;
82;AMARCA;RESTAURANTE;PYA. DE SAN MARCOS (EDIF. AMARCA) ;0;38430;2.837.877;-1.672.206;0;ICOD DE LOS VINOS;
0;AMAZONA;BAR;EL AMPARO, 8 ;0;38430;2.836.597.301;-1.671.972.372;0;ICOD DE LOS VINOS;
16;AMAZONAS;BAR;ACIRA, S/N. AVDA. (URB. LOS ABRIGUITOS, L-18);0;38000;4.363.616.180.419.920;-1.133.007.583.618.160;0;ARICO;
32;AMAZONIA CANARIA;RESTAURANTE;LAS TERRAZAS, L-6 EDIF. ;0;38660;28.101.357;-1.675.641;0;ADEJE;
310;AMBASSADEUR;RESTAURANTE;STARCO, L-501/502 CC. ;0;38650;45.794.654.846.191.400;8.526.862.144.470.210;0;ARONA;
54;AMAZONIA;CAFETERIA;FINCA MOREQUE (LLANO AZUL-CACTUS) ;0;38650;28.059.004;-16.696.156;0;ARONA;
120;AMBERES;RESTAURANTE;VERONICA II, L-21-35 C.C. ;0;38660;0;0;0;ARONA;
60;AMAZONAS II;BAR;SAN CRISTOBAL, 30 PZA. ;0;38204;43.566.669;-593.333;0;LA LAGUNA;
0;AMBIENTE;CAFE;PRINCIPAL AVDA. (C.C. GALAXIA, L-1) ;0;38660;39.977.298.736.572.200;-7.533.350.372.314.450;0;ADEJE;
46;AMBASSADOR;RESTAURANTE;GRANADOS, 18 (URB. EL DURAZNO) (APTOS. AMBASSADOR);0;38400;28.407.521.069.999.900;-16.538.819.549.999.900;0;PUERTO DE LA CRUZ;
40;AMBIENTE, EL;RESTAURANTE;C.C. COMPOSTELA BEACH, L-7004/7005;0;38669;0;0;0;ARONA;
0;AMBROS;BAR;SAN FRANCISCO, S/N. ;0;38600;0;0;0;GRANADILLA DE ABONA;
0;AMBULANTE;BAR;EL SINO ;0;38000;2.836.486.053.466.790;-1.641.054.916.381.830;0;EL ROSARIO;
0;AMELIA;BAR;EL PALMAR ;0;38480;28.346.389.770.507.800;-16.845.800.399.780.200;0;BUENAVISTA DEL NORTE;
43;AMBIENTE;RESTAURANTE;AVDA. MARQUES VILLANUEVA DEL PRADO, S/N. (EDIF. VALLESOL, L-6);0;38400;28.409.509;-16.535.013;0;PUERTO DE LA CRUZ;
30;AMBROSIO Y HOLANDA;BAR;C/. MARQUES DE BAJAMAR, 36 L-DCHO. (Bº CANDELARIA) ;0;38320;284.722.665;-1.628.626.585;0;LA LAGUNA;
0;AMERICA;BAR;LOS LLANOS ;0;38000;2.845.709.991.455.070;-16.254.600.524.902.300;0;ICOD DE LOS VINOS;
0;AMELIA;BAR;VIRGEN DE LA PAZ, 16 ;0;38000;4.354.680.866;-59.186.777.500.000.000;0;LA LAGUNA;
0;AMELIA HERNANDEZ;BAR;BUEN PASO, 21 ;0;38000;28.380.386;-16.689.624;0;ICOD DE LOS VINOS;
16;AMERICA;BAR;SAN JUAN, 70 ;0;38320;28.468.265;-16.284.611;0;LA LAGUNA;
0;AMERICA;BAR;SANTO TOMAS DE AQUINO, 26 ;0;38000;28.443.496.899.999.900;-16.296.423.379.999.900;0;LA LAGUNA;
0;AMERICAN BAR (BAR AMERICANO);BAR;AVDA. LOS MENCEYES, 427;0;38320;2.846.740.446;-16.284.113.990.000.000;0;LA LAGUNA;
16;AMERICA 1;CAFETERIA;BETHENCOURT AFONSO, S/N. EDF. CHICHARRO ;0;38002;28.467.631;-16.249.404;0;SANTA CRUZ DE TENERIFE;
0;AMERICAN BURGER;BAR;MANUEL RAVELO - C.C. SEGURO DE SOL ;0;38000;0;0;0;SANTIAGO DEL TEIDE;
194;AMERICAN DREAMS (SUEÑO AMERICANO);RESTAURANTE;AVDA. RAFAEL PUIG LLUVINA, S/N. (BAJOS HOTEL TENERIFE SOL, L-A2);0;38640;280.678;-16.732.302;11;ARONA;
62;AMICI MIEI (AMIGOS MIOS);RESTAURANTE;AVDA. LA HABANA, 12 (EDIF. CRISTIANOS III, L-4AB);0;38650;4.027.027.893.066.400;-7.966.221.618.652.340;0;ARONA;
0;AMERICANO, EL;RESTAURANTE;AVDA. RAFAEL PUIG, 12 (BAJOS IZDA. HOTEL TENERIFE SOL);0;38660;2.807.067.186;-16.731.780.770.000.000;0;ARONA;
0;AMIGO, EL;BAR;LA MARITA, 3 ;0;38000;0;0;0;GRANADILLA DE ABONA;
0;AMIGO'S;BAR;PUERTO COLON, L-220 C.C. ;0;38670;0;0;0;ADEJE;
60;AMIGOS DEL NORTE;RESTAURANTE;CTRA. GENERAL, 168 (LA FERRUJA);0;38415;0;0;0;LOS REALEJOS;
100;AMIGOS DEL NORTE;RESTAURANTE;CTRA GENERAL LA CAÑADA;51;38640;0;0;0;ARONA;
0;AMIGOS, LOS;CAFETERIA;C/. PADRE ESTEBAN, 18;0;38611;280.767.712;-1.656.065.851;0;GRANADILLA DE ABONA;
15;AMIGOS, LOS;BAR;VEINTICINCO DE ABRIL, 36 AVDA. ;0;38022;0;0;0;ICOD DE LOS VINOS;
0;AMIGOS TEAM, LOS;BAR;AVDA. ANTONIO DOMINGUEZ, 14 (EDIF. EL NAVEGANTE, L-11 BAJO) EL CAMISON;0;38650;28.056.509;-16.726.749;0;ARONA;
0;AMIGOS MIGUEL, LOS;BAR;LAS ROSAS-BDA. DE ARME|IME ;0;38000;28.132.246;-16.751.977;0;ADEJE;
20;AMIGOS, LOS;BAR;CTRA. GRAL. LOS MENORES - GUIA DE ISORA, 18;0;38670;0;0;0;ADEJE;
65;AMERICA;CAFETERIA;MARITIMA AVDA. ;0;38660;0;0;0;ARONA;
